äädikaline, äädikalise, äädikalist, äädikalisesse|äädikalisse, äädikaliste, äädikalisi
kistud, kistu, kistut, kistusse, kistute, kistuid
kitsas, kitsa, kitsast, kitsasse, kitsaste, kitsaid
kitsi, kitsi, kitsit, kitsisse, kitside, kitsisid
kiuline, kiulise, kiulist, kiulisesse|kiulisse, kiuliste, kiulisi|kiuliseid
kiusakas, kiusaka, kiusakat, kiusakasse, kiusakate, kiusakaid
kiuslik, kiusliku, kiuslikku, kiuslikusse|kiuslikku, kiuslike|kiuslikkude, kiuslikke|kiuslikkusid
kivine, kivise, kivist, kivisesse, kiviste, kiviseid
kivinenud, kivinenu, kivinenut, kivinenusse, kivinenute, kivinenuid
kivistunud, kivistunu, kivistunut, kivistunusse, kivistunute, kivistunuid
klaar, klaari, klaari, klaarisse|klaari, klaaride, klaare|klaarisid
klaasistunud, klaasistunu, klaasistunut, klaasistunusse, klaasistunute, klaasistunuid
klanitud, klanitu, klanitut, klanitusse, klanitute, klanituid
klantsiv, klantsiva, klantsivat, klantsivasse, klantsivate, klantsivaid
klassikaline, klassikalise, klassikalist, klassikalisesse|klassikalisse, klassikaliste, klassikalisi
klassilik, klassiliku, klassilikku, klassilikusse|klassilikku, klassilike|klassilikkude, klassilikke|klassilikkusid
klassiline, klassilise, klassilist, klassilisesse|klassilisse, klassiliste, klassilisi
klatt, klati, klatti, klatisse|klatti, klattide, klatte|klattisid
kleepuv, kleepuva, kleepuvat, kleepuvasse, kleepuvate, kleepuvaid
klerikaalne, klerikaalse, klerikaalset, klerikaalsesse, klerikaalsete, klerikaalseid
klibuline, klibulise, klibulist, klibulisesse|klibulisse, klibuliste, klibulisi
klibune, klibuse, klibust, klibusesse, klibuste, klibuseid
kliimaline, kliimalise, kliimalist, kliimalisesse|kliimalisse, kliimaliste, kliimalisi
klimaatiline, klimaatilise, klimaatilist, klimaatilisesse|klimaatilisse, klimaatiliste, klimaatilisi
klusiivne, klusiivse, klusiivset, klusiivsesse, klusiivsete, klusiivseid
kobrune, kobruse, kobrust, kobrusesse, kobruste, kobruseid
kobrutav, kobrutava, kobrutavat, kobrutavasse, kobrutavate, kobrutavaid
kõbus, kõbusa, kõbusat, kõbusasse, kõbusate, kõbusaid
kodanlik, kodanliku, kodanlikku, kodanlikusse|kodanlikku, kodanlike|kodanlikkude, kodanlikke|kodanlikkusid
kodarjas, kodarja, kodarjat, kodarjasse, kodarjate, kodarjaid
kodune, koduse, kodust, kodusesse, koduste, koduseid
kõdunenud, kõdunenu, kõdunenut, kõdunenusse, kõdunenute, kõdunenuid
kodustatud, kodustatu, kodustatut, kodustatusse, kodustatute, kodustatuid
kodutu, kodutu, kodutut, kodutusse, kodutute, kodutuid
kogematu, kogematu, kogematut, kogematusse, kogematute, kogematuid
kogemuslik, kogemusliku, kogemuslikku, kogemuslikusse|kogemuslikku, kogemuslike|kogemuslikkude, kogemuslikke|kogemuslikkusid
kogenematu, kogenematu, kogenematut, kogenematusse, kogenematute, kogenematuid
kogenud, kogenu, kogenut, kogenusse, kogenute, kogenuid
kognitiivne, kognitiivse, kognitiivset, kognitiivsesse, kognitiivsete, kognitiivseid
kogukas, koguka, kogukat, kogukasse, kogukate, kogukaid
kogukondlik, kogukondliku, kogukondlikku, kogukondlikusse|kogukondlikku, kogukondlike|kogukondlikkude, kogukondlikke|kogukondlikkusid
kogunev, koguneva, kogunevat, kogunevasse, kogunevate, kogunevaid
koguseline, koguselise, koguselist, koguselisesse|koguselisse, koguseliste, koguselisi
kohalik, kohaliku, kohalikku, kohalikusse|kohalikku, kohalike|kohalikkude, kohalikke|kohalikkusid
kohane, kohase, kohast, kohasesse, kohaste, kohaseid
kohatine, kohatise, kohatist, kohatisesse|kohatisse, kohatiste, kohatisi
kohatu, kohatu, kohatut, kohatusse, kohatute, kohatuid
kohene, kohese, kohest, kohesesse, koheste, koheseid
koherentne, koherentse, koherentset, koherentsesse, koherentsete, koherentseid
kõhetu, kõhetu, kõhetut, kõhetusse, kõhetute, kõhetuid
kohev, koheva, kohevat, kohevasse, kohevate, kohevaid
kohi, kohi, kohi, kohisse, kohide, kohisid
kohitsetud, kohitsetu, kohitsetut, kohitsetusse, kohitsetute, kohitsetuid
kõhklematu, kõhklematu, kõhklematut, kõhklematusse, kõhklematute, kõhklematuid
kõhklev, kõhkleva, kõhklevat, kõhklevasse, kõhklevate, kõhklevaid
kohkunud, kohkunu, kohkunut, kohkunusse, kohkunute, kohkunuid
kohmakas, kohmaka, kohmakat, kohmakasse, kohmakate, kohmakaid
kohmetu, kohmetu, kohmetut, kohmetusse, kohmetute, kohmetuid
kõhn, kõhna, kõhna, kõhnasse|kõhna, kõhnade, kõhnu|kõhnasid
kohtulik, kohtuliku, kohtulikku, kohtulikusse|kohtulikku, kohtulike|kohtulikkude, kohtulikke|kohtulikkusid
kohtune, kohtuse, kohtust, kohtusesse|kohtusse, kohtuste, kohtusi|kohtuseid
kõhukas, kõhuka, kõhukat, kõhukasse, kõhukate, kõhukaid
kohustav, kohustava, kohustavat, kohustavasse, kohustavate, kohustavaid
kohustuslik, kohustusliku, kohustuslikku, kohustuslikusse|kohustuslikku, kohustuslike|kohustuslikkude, kohustuslikke|kohustuslikkusid
kohutav, kohutava, kohutavat, kohutavasse, kohutavate, kohutavaid
köidetu, köidetu, köidetut, köidetusse, köidetute, köidetuid
kõigutamatu, kõigutamatu, kõigutamatut, kõigutamatusse, kõigutamatute, kõigutamatuid
kõikne, kõikse, kõikset, kõiksesse, kõiksete, kõikseid
köitev, köitva, köitvat, köitvasse, köitvate, köitvaid
koivaline, koivalise, koivalist, koivalisesse|koivalisse, koivaliste, koivalisi
kõlaline, kõlalise, kõlalist, kõlalisesse|kõlalisse, kõlaliste, kõlalisi
kõlbav, kõlbava, kõlbavat, kõlbavasse, kõlbavate, kõlbavaid
kõlbeline, kõlbelise, kõlbelist, kõlbelisesse|kõlbelisse, kõlbeliste, kõlbelisi
kõlblik, kõlbliku, kõlblikku, kõlblikusse|kõlblikku, kõlblike|kõlblikkude, kõlblikke|kõlblikkusid
kõlblusetu, kõlblusetu, kõlblusetut, kõlblusetusse, kõlblusetute, kõlblusetuid
kõlbmatu, kõlbmatu, kõlbmatut, kõlbmatusse, kõlbmatute, kõlbmatuid
kõlbulik, kõlbuliku, kõlbulikku, kõlbulikusse|kõlbulikku, kõlbulike|kõlbulikkude, kõlbulikke|kõlbulikkusid
koleeriline, koleerilise, koleerilist, koleerilisesse|koleerilisse, koleeriliste, koleerilisi
kole, koleda, koledat, koledasse, koledate, koledaid
kõle, kõleda, kõledat, kõledasse, kõledate, kõledaid
kõlkane, kõlkase, kõlkast, kõlkasesse|kõlkasse, kõlkaste, kõlkasi|kõlkaseid
kolklik, kolkliku, kolklikku, kolklikusse|kolklikku, kolklike|kolklikkude, kolklikke|kolklikkusid
kollakas, kollaka, kollakat, kollakasse, kollakate, kollakaid
kollane, kollase, kollast, kollasesse, kollaste, kollaseid
kollegiaalne, kollegiaalse, kollegiaalset, kollegiaalsesse, kollegiaalsete, kollegiaalseid
kollektiivne, kollektiivse, kollektiivset, kollektiivsesse, kollektiivsete, kollektiivseid
kolletanud, kolletanu, kolletanut, kolletanusse, kolletanute, kolletanuid
koltunud, koltunu, koltunut, koltunusse, koltunute, koltunuid
kõlvatu, kõlvatu, kõlvatut, kõlvatusse, kõlvatute, kõlvatuid
kombekas, kombeka, kombekat, kombekasse, kombekate, kombekaid
kombelik, kombeliku, kombelikku, kombelikusse|kombelikku, kombelike|kombelikkude, kombelikke|kombelikkusid
kombeline, kombelise, kombelist, kombelisesse|kombelisse, kombeliste, kombelisi
kombetu, kombetu, kombetut, kombetusse, kombetute, kombetuid
komfortne, komfortse, komfortset, komfortsesse, komfortsete, komfortseid
kommertslik, kommertsliku, kommertslikku, kommertslikusse|kommertslikku, kommertslike|kommertslikkude, kommertslikke|kommertslikkusid
kommunistlik, kommunistliku, kommunistlikku, kommunistlikusse|kommunistlikku, kommunistlike|kommunistlikkude, kommunistlikke|kommunistlikkusid
kompaktne, kompaktse, kompaktset, kompaktsesse, kompaktsete, kompaktseid
kompetentne, kompetentse, kompetentset, kompetentsesse, kompetentsete, kompetentseid
kompleksne, kompleksse, kompleksset, komplekssesse, komplekssete, kompleksseid
komplektne, komplektse, komplektset, komplektsesse, komplektsete, komplektseid
komplitseeritud, komplitseeritu, komplitseeritut, komplitseeritusse, komplitseeritute, komplitseerituid
kompositsiooniline, kompositsioonilise, kompositsioonilist, kompositsioonilisesse|kompositsioonilisse, kompositsiooniliste, kompositsioonilisi
kompromissitu, kompromissitu, kompromissitut, kompromissitusse, kompromissitute, kompromissituid
kõmuline, kõmulise, kõmulist, kõmulisesse|kõmulisse, kõmuliste, kõmulisi
konarlik, konarliku, konarlikku, konarlikusse|konarlikku, konarlike|konarlikkude, konarlikke|konarlikkusid
kondine, kondise, kondist, kondisesse, kondiste, kondiseid
kõnekas, kõneka, kõnekat, kõnekasse, kõnekate, kõnekaid
kõneline, kõnelise, kõnelist, kõnelisesse|kõnelisse, kõneliste, kõnelisi
konfidentsiaalne, konfidentsiaalse, konfidentsiaalset, konfidentsiaalsesse, konfidentsiaalsete, konfidentsiaalseid
konfliktne, konfliktse, konfliktset, konfliktsesse, konfliktsete, konfliktseid
konkaavne, konkaavse, konkaavset, konkaavsesse, konkaavsete, konkaavseid
konkreetne, konkreetse, konkreetset, konkreetsesse, konkreetsete, konkreetseid
konkureeriv, konkureeriva, konkureerivat, konkureerivasse, konkureerivate, konkureerivaid
konservatiivne, konservatiivse, konservatiivset, konservatiivsesse, konservatiivsete, konservatiivseid
konspektiivne, konspektiivse, konspektiivset, konspektiivsesse, konspektiivsete, konspektiivseid
konspiratiivne, konspiratiivse, konspiratiivset, konspiratiivsesse, konspiratiivsete, konspiratiivseid
konstantne, konstantse, konstantset, konstantsesse, konstantsete, konstantseid
konstitutsiooniline, konstitutsioonilise, konstitutsioonilist, konstitutsioonilisesse|konstitutsioonilisse, konstitutsiooniliste, konstitutsioonilisi
konstrueeriv, konstrueeriva, konstrueerivat, konstrueerivasse, konstrueerivate, konstrueerivaid
konstruktiivne, konstruktiivse, konstruktiivset, konstruktiivsesse, konstruktiivsete, konstruktiivseid
kontakteeruv, kontakteeruva, kontakteeruvat, kontakteeruvasse, kontakteeruvate, kontakteeruvaid
kontinentaalne, kontinentaalse, kontinentaalset, kontinentaalsesse, kontinentaalsete, kontinentaalseid
kontrastne, kontrastse, kontrastset, kontrastsesse, kontrastsete, kontrastseid
kontrollimatu, kontrollimatu, kontrollimatut, kontrollimatusse, kontrollimatute, kontrollimatuid
kontrolliv, kontrolliva, kontrollivat, kontrollivasse, kontrollivate, kontrollivaid
kontsentreeritud, kontsentreeritu, kontsentreeritut, kontsentreeritusse, kontsentreeritute, kontsentreerituid
konveksne, konveksse, konveksset, konvekssesse, konvekssete, konveksseid
konventsionaalne, konventsionaalse, konventsionaalset, konventsionaalsesse, konventsionaalsete, konventsionaalseid
konvulsiivne, konvulsiivse, konvulsiivset, konvulsiivsesse, konvulsiivsete, konvulsiivseid
koolane, koolase, koolast, koolasesse, koolaste, koolaseid
koolitatud, koolitatu, koolitatut, koolitatusse, koolitatute, koolitatuid
koomiline, koomilise, koomilist, koomilisesse|koomilisse, koomiliste, koomilisi
kooperatiivne, kooperatiivse, kooperatiivset, kooperatiivsesse, kooperatiivsete, kooperatiivseid
koormatu, koormatu, koormatut, koormatusse, koormatute, koormatuid
koormav, koormava, koormavat, koormavasse, koormavate, koormavaid
kootud, kootu, kootut, kootusse, kootute, kootuid
kopitanu, kopitanu, kopitanut, kopitanusse, kopitanute, kopitanuid
korbaline, korbalise, korbalist, korbalisesse|korbalisse, korbaliste, korbalisi
korbane, korbase, korbast, korbasesse, korbaste, korbaseid
korbatanud, korbatanu, korbatanut, korbatanusse, korbatanute, korbatanuid
kõrb, kõrvi, kõrbi, kõrvisse|kõrbi, kõrbide, kõrbe|kõrbisid
kordne, kordse, kordset, kordsesse, kordsete, kordseid
kordumatu, kordumatu, kordumatut, kordumatusse, kordumatute, kordumatuid
korduv, korduva, korduvat, korduvasse, korduvate, korduvaid
kõrge, kõrge, kõrget, kõrgesse, kõrgete, kõrgeid
kõrk, kõrgi, kõrki, kõrgisse|kõrki, kõrkide, kõrke|kõrkisid
korplik, korpliku, korplikku, korplikusse|korplikku, korplike|korplikkude, korplikke|korplikkusid
korporatiivne, korporatiivse, korporatiivset, korporatiivsesse, korporatiivsete, korporatiivseid
korpulentne, korpulentse, korpulentset, korpulentsesse, korpulentsete, korpulentseid
korraldatu, korraldatu, korraldatut, korraldatusse, korraldatute, korraldatuid
korraldav, korraldava, korraldavat, korraldavasse, korraldavate, korraldavaid
korralik, korraliku, korralikku, korralikusse|korralikku, korralike|korralikkude, korralikke|korralikkusid
korraline, korralise, korralist, korralisesse|korralisse, korraliste, korralisi
korrastatud, korrastatu, korrastatut, korrastatusse, korrastatute, korrastatuid
korratu, korratu, korratut, korratusse, korratute, korratuid
korrektne, korrektse, korrektset, korrektsesse, korrektsete, korrektseid
korrodeerunud, korrodeerunu, korrodeerunut, korrodeerunusse, korrodeerunute, korrodeerunuid
korruptiivne, korruptiivse, korruptiivset, korruptiivsesse, korruptiivsete, korruptiivseid
kortsuline, kortsulise, kortsulist, kortsulisesse|kortsulisse, kortsuliste, kortsulisi
kortsumatu, kortsumatu, kortsumatut, kortsumatusse, kortsumatute, kortsumatuid
kortsuv, kortsuva, kortsuvat, kortsuvasse, kortsuvate, kortsuvaid
kõrvaline, kõrvalise, kõrvalist, kõrvalisesse|kõrvalisse, kõrvaliste, kõrvalisi
kõrvutatav, kõrvutatava, kõrvutatavat, kõrvutatavasse, kõrvutatavate, kõrvutatavaid
kosutav, kosutava, kosutavat, kosutavasse, kosutavate, kosutavaid
kõva, kõva, kõva, kõvasse, kõvade, kõvu|kõvasid
kõverik, kõveriku, kõverikku, kõverikusse|kõverikku, kõverike|kõverikkude, kõverikke|kõverikkusid
kõver, kõvera, kõverat, kõverasse, kõverate, kõveraid
kraatlik, kraatliku, kraatlikku, kraatlikusse|kraatlikku, kraatlike|kraatlikkude, kraatlikke|kraatlikkusid
kramplik, krampliku, kramplikku, kramplikusse|kramplikku, kramplike|kramplikkude, kramplikke|kramplikkusid
kräsuline, kräsulise, kräsulist, kräsulisesse|kräsulisse, kräsuliste, kräsulisi
kreemjas, kreemja, kreemjat, kreemjasse, kreemjate, kreemjaid
kreem, kreemi, kreemi, kreemisse|kreemi, kreemide, kreeme|kreemisid
krehvtine, krehvtise, krehvtist, krehvtisesse, krehvtiste, krehvtiseid
kriiskav, kriiskava, kriiskavat, kriiskavasse, kriiskavate, kriiskavaid
kriitiline, kriitilise, kriitilist, kriitilisesse|kriitilisse, kriitiliste, kriitilisi
kriminaalne, kriminaalse, kriminaalset, kriminaalsesse, kriminaalsete, kriminaalseid
kristlik, kristliku, kristlikku, kristlikusse|kristlikku, kristlike|kristlikkude, kristlikke|kristlikkusid
kritikaanlik, kritikaanliku, kritikaanlikku, kritikaanlikusse|kritikaanlikku, kritikaanlike|kritikaanlikkude, kritikaanlikke|kritikaanlikkusid
kritiseeriv, kritiseeriva, kritiseerivat, kritiseerivasse, kritiseerivate, kritiseerivaid
krõbe, krõbeda, krõbedat, krõbedasse, krõbedate, krõbedaid
krohvitu, krohvitu, krohvitut, krohvitusse, krohvitute, krohvituid
krooniline, kroonilise, kroonilist, kroonilisesse|kroonilisse, krooniliste, kroonilisi
kroonulik, kroonuliku, kroonulikku, kroonulikusse|kroonulikku, kroonulike|kroonulikkude, kroonulikke|kroonulikkusid
krüptiline, krüptilise, krüptilist, krüptilisesse|krüptilisse, krüptiliste, krüptilisi
kuhjuv, kuhjuva, kuhjuvat, kuhjuvasse, kuhjuvate, kuhjuvaid
kühmjas, kühmja, kühmjat, kühmjasse, kühmjate, kühmjaid
kühmlik, kühmliku, kühmlikku, kühmlikusse|kühmlikku, kühmlike|kühmlikkude, kühmlikke|kühmlikkusid
kühmuline, kühmulise, kühmulist, kühmulisesse|kühmulisse, kühmuliste, kühmulisi
kuine, kuise, kuist, kuisesse, kuiste, kuiseid
kuivetu, kuivetu, kuivetut, kuivetusse, kuivetute, kuivetuid
kuiv, kuiva, kuiva, kuivasse|kuiva, kuivade, kuivi|kuivasid
kujukas, kujuka, kujukat, kujukasse, kujukate, kujukaid
kujulik, kujuliku, kujulikku, kujulikusse|kujulikku, kujulike|kujulikkude, kujulikke|kujulikkusid
kujuline, kujulise, kujulist, kujulisesse|kujulisse, kujuliste, kujulisi
kujundlik, kujundliku, kujundlikku, kujundlikusse|kujundlikku, kujundlike|kujundlikkude, kujundlikke|kujundlikkusid
kujunenu, kujunenu, kujunenut, kujunenusse, kujunenute, kujunenuid
kujutav, kujutava, kujutavat, kujutavasse, kujutavate, kujutavaid
kujuteldamatu, kujuteldamatu, kujuteldamatut, kujuteldamatusse, kujuteldamatute, kujuteldamatuid
kujuteldav, kujuteldava, kujuteldavat, kujuteldavasse, kujuteldavate, kujuteldavaid
kujutlematu, kujutlematu, kujutlematut, kujutlematusse, kujutlematute, kujutlematuid
kujutu, kujutu, kujutut, kujutusse, kujutute, kujutuid
kujutuslik, kujutusliku, kujutuslikku, kujutuslikusse|kujutuslikku, kujutuslike|kujutuslikkude, kujutuslikke|kujutuslikkusid
kukkunu, kukkunu, kukkunut, kukkunusse, kukkunute, kukkunuid
kuldne, kuldse, kuldset, kuldsesse, kuldsete, kuldseid
külgne, külgse, külgset, külgsesse, külgsete, külgseid
külgnev, külgneva, külgnevat, külgnevasse, külgnevate, külgnevaid
kulinaarne, kulinaarse, kulinaarset, kulinaarsesse, kulinaarsete, kulinaarseid
küllaldane, küllaldase, küllaldast, küllaldasesse|küllaldasse, küllaldaste, küllaldasi
küllane, küllase, küllast, küllasesse, küllaste, küllaseid
küllastunud, küllastunu, küllastunut, küllastunusse, küllastunute, küllastunuid
külluslik, küllusliku, külluslikku, külluslikusse|külluslikku, külluslike|külluslikkude, külluslikke|külluslikkusid
külmanud, külmanu, külmanut, külmanusse, külmanute, külmanuid
külmetanud, külmetanu, külmetanut, külmetanusse, külmetanute, külmetanuid
külm, külma, külma, külmasse|külma, külmade, külmi|külmasid
külmunud, külmunu, külmunut, külmunusse, külmunute, külmunuid
külmutatu, külmutatu, külmutatut, külmutatusse, külmutatute, külmutatuid
kultuuriline, kultuurilise, kultuurilist, kultuurilisesse|kultuurilisse, kultuuriliste, kultuurilisi
kultuurne, kultuurse, kultuurset, kultuursesse, kultuursete, kultuurseid
kulukas, kuluka, kulukat, kulukasse, kulukate, kulukaid
kulunud, kulunu, kulunut, kulunusse, kulunute, kulunuid
kuluv, kuluva, kuluvat, kuluvasse, kuluvate, kuluvaid
kumav, kumava, kumavat, kumavasse, kumavate, kumavaid
kume, kumeda, kumedat, kumedasse, kumedate, kumedaid
kumerjas, kumerja, kumerjat, kumerjasse, kumerjate, kumerjaid
kumer, kumera, kumerat, kumerasse, kumerate, kumeraid
kummaline, kummalise, kummalist, kummalisesse|kummalisse, kummaliste, kummalisi
kummardav, kummardava, kummardavat, kummardavasse, kummardavate, kummardavaid
kummitav, kummitava, kummitavat, kummitavasse, kummitavate, kummitavaid
kummituslik, kummitusliku, kummituslikku, kummituslikusse|kummituslikku, kummituslike|kummituslikkude, kummituslikke|kummituslikkusid
kummutav, kummutava, kummutavat, kummutavasse, kummutavate, kummutavaid
kumulatiivne, kumulatiivse, kumulatiivset, kumulatiivsesse, kumulatiivsete, kumulatiivseid
kunagine, kunagise, kunagist, kunagisesse|kunagisse, kunagiste, kunagisi
kuninglik, kuningliku, kuninglikku, kuninglikusse|kuninglikku, kuninglike|kuninglikkude, kuninglikke|kuninglikkusid
künkaline, künkalise, künkalist, künkalisesse|künkalisse, künkaliste, künkalisi
künklik, künkliku, künklikku, künklikusse|künklikku, künklike|künklikkude, künklikke|künklikkusid
kunstiline, kunstilise, kunstilist, kunstilisesse|kunstilisse, kunstiliste, kunstilisi
kunstlik, kunstliku, kunstlikku, kunstlikusse|kunstlikku, kunstlike|kunstlikkude, kunstlikke|kunstlikkusid
küpsenud, küpsenu, küpsenut, küpsenusse, küpsenute, küpsenuid
küps, küpse, küpset, küpsesse, küpsete, küpseid
kuraasikas, kuraasika, kuraasikat, kuraasikasse, kuraasikate, kuraasikaid
kura, kura, kura, kurasse, kurade, kurasid
kuratlik, kuratliku, kuratlikku, kuratlikusse|kuratlikku, kuratlike|kuratlikkude, kuratlikke|kuratlikkusid
kurb, kurva, kurba, kurvasse|kurba, kurbade, kurbi|kurbasid
kurblik, kurbliku, kurblikku, kurblikusse|kurblikku, kurblike|kurblikkude, kurblikke|kurblikkusid
kuri, kurja, kurja, kurjasse|kurja, kurjade, kurje|kurjasid
kurioosne, kurioosse, kurioosset, kurioossesse, kurioossete, kurioosseid
kurnatud, kurnatu, kurnatut, kurnatusse, kurnatute, kurnatuid
