aadeldama, aadeldada, aadeldab, aadeldatakse, aadeldage, aadeldas, aadeldanud, aadeldatud
halama, halada, halab, halatakse, halage, halas, halanud, halatud
halastama, halastada, halastab, halastatakse, halastage, halastas, halastanud, halastatud
hälbima, hälbida, hälbib|hälvib, hälbitakse|hälvitakse, hälbige, hälbis, hälbinud, hälbitud|hälvitud
haldama, hallata, haldab, hallatakse, hallake, haldas, hallanud, hallatud
haletsema, haletseda, haletseb, haletsetakse, haletsege, haletses, haletsenud, haletsetud
halisema, haliseda, haliseb, halisetakse, halisege, halises, halisenud, halisetud
hälisema, häliseda, häliseb, hälisetakse, hälisege, hälises, hälisenud, hälisetud
haljasalastama, haljasalastada, haljasalastab, haljasalastatakse, haljasalastage, haljasalastas, haljasalastanud, haljasalastatud
haljastama, haljastada, haljastab, haljastatakse, haljastage, haljastas, haljastanud, haljastatud
haljendama, haljendada, haljendab, haljendatakse, haljendage, haljendas, haljendanud, haljendatud
hallatama, hallatada, hallatab, hallatatakse, hallatage, hallatas, hallatanud, hallatatud
hallinema, hallineda, hallineb, hallinetakse, hallinege, hallines, hallinenud, hallinetud
hallistuma, hallistuda, hallistub, hallistutakse, hallistuge, hallistus, hallistunud, hallistutud
hallitama, hallitada, hallitab, hallitatakse, hallitage, hallitas, hallitanud, hallitatud
hällitama, hällitada, hällitab, hällitatakse, hällitage, hällitas, hällitanud, hällitatud
hallootama, hallootada, hallootab, hallootatakse, hallootage, hallootas, hallootanud, hallootatud
halluma, halluda, hallub, hallutakse, halluge, hallus, hallunud, hallutud
hallutsineerima, hallutsineerida, hallutsineerib, hallutsineeritakse, hallutsineerige, hallutsineeris, hallutsineerinud, hallutsineeritud
halvama, halvata, halvab, halvatakse, halvake, halvas, halvanud, halvatud
halvatuma, halvatuda, halvatub, halvatutakse, halvatuge, halvatus, halvatunud, halvatutud
halvendama, halvendada, halvendab, halvendatakse, halvendage, halvendas, halvendanud, halvendatud
halvenema, halveneda, halveneb, halvenetakse, halvenege, halvenes, halvenenud, halvenetud
halvustama, halvustada, halvustab, halvustatakse, halvustage, halvustas, halvustanud, halvustatud
hämama, hämada, hämab, hämatakse, hämage, hämas, hämanud, hämatud
hämardama, hämardada, hämardab, hämardatakse, hämardage, hämardas, hämardanud, hämardatud
hämarduma, hämarduda, hämardub, hämardutakse, hämarduge, hämardus, hämardunud, hämardutud
hammastama, hammastada, hammastab, hammastatakse, hammastage, hammastas, hammastanud, hammastatud
hämmastama, hämmastada, hämmastab, hämmastatakse, hämmastage, hämmastas, hämmastanud, hämmastatud
hämmastuma, hämmastuda, hämmastub, hämmastutakse, hämmastuge, hämmastus, hämmastunud, hämmastutud
hämmeldama, hämmeldada, hämmeldab, hämmeldatakse, hämmeldage, hämmeldas, hämmeldanud, hämmeldatud
hämmelduma, hämmelduda, hämmeldub, hämmeldutakse, hämmelduge, hämmeldus, hämmeldunud, hämmeldutud
hammustama, hammustada, hammustab, hammustatakse, hammustage, hammustas, hammustanud, hammustatud
hangeldama, hangeldada, hangeldab, hangeldatakse, hangeldage, hangeldas, hangeldanud, hangeldatud
hangetuma, hangetuda, hangetub, hangetutakse, hangetuge, hangetus, hangetunud, hangetutud
hanguma, hanguda, hangub, hangutakse, hanguge, hangus, hangunud, hangutud
hangutama, hangutada, hangutab, hangutatakse, hangutage, hangutas, hangutanud, hangutatud
hankima, hankida, hangib, hangitakse, hankige, hankis, hankinud, hangitud
hapendama, hapendada, hapendab, hapendatakse, hapendage, hapendas, hapendanud, hapendatud
hapnema, hapneda, hapneb, hapnetakse, hapnege, hapnes, hapnenud, hapnetud
haralduma, haralduda, haraldub, haraldutakse, haralduge, haraldus, haraldunud, haraldutud
harduma, harduda, hardub, hardutakse, harduge, hardus, hardunud, hardutud
härduma, härduda, härdub, härdutakse, härduge, härdus, härdunud, härdutud
hargitama, hargitada, hargitab, hargitatakse, hargitage, hargitas, hargitanud, hargitatud
hargnema, hargneda, hargneb, hargnetakse, hargnege, hargnes, hargnenud, hargnetud
harima, harida, harib, haritakse, harige, haris, harinud, haritud
harjama, harjata, harjab, harjatakse, harjake, harjas, harjanud, harjatud
harjuma, harjuda, harjub, harjutakse, harjuge, harjus, harjunud, harjutud
harjutama, harjutada, harjutab, harjutatakse, harjutage, harjutas, harjutanud, harjutatud
härmama, härmata, härmab, härmatakse, härmake, härmas, härmanud, härmatud
härmatama, härmatada, härmatab, härmatatakse, härmatage, härmatas, härmatanud, härmatatud
harmoneerima, harmoneerida, harmoneerib, harmoneeritakse, harmoneerige, harmoneeris, harmoneerinud, harmoneeritud
harmoneeruma, harmoneeruda, harmoneerub, harmoneerutakse, harmoneeruge, harmoneerus, harmoneerunud, harmoneerutud
harmoniseerima, harmoniseerida, harmoniseerib, harmoniseeritakse, harmoniseerige, harmoniseeris, harmoniseerinud, harmoniseeritud
harpuneerima, harpuneerida, harpuneerib, harpuneeritakse, harpuneerige, harpuneeris, harpuneerinud, harpuneeritud
harpuunima, harpuunida, harpuunib, harpuunitakse, harpuunige, harpuunis, harpuuninud, harpuunitud
harrastama, harrastada, harrastab, harrastatakse, harrastage, harrastas, harrastanud, harrastatud
härratama, härratada, härratab, härratatakse, härratage, härratas, härratanud, härratatud
härratsema, härratseda, härratseb, härratsetakse, härratsege, härratses, härratsenud, härratsetud
harunema, haruneda, haruneb, harunetakse, harunege, harunes, harunenud, harunetud
harutama, harutada, harutab, harutatakse, harutage, harutas, harutanud, harutatud
harvendama, harvendada, harvendab, harvendatakse, harvendage, harvendas, harvendanud, harvendatud
harvenema, harveneda, harveneb, harvenetakse, harvenege, harvenes, harvenenud, harvenetud
hassetama, hassetada, hassetab, hassetatakse, hassetage, hassetas, hassetanud, hassetatud
hauduma, haududa, haub|haudub, hautakse|haudutakse, hauduge, haudus, haudunud, hautud|haudutud
haugatama, haugatada, haugatab, haugatatakse, haugatage, haugatas, haugatanud, haugatatud
haukama, haugata, haukab, haugatakse, haugake, haukas, hauganud, haugatud
haukuma, haukuda, haugub, haugutakse, haukuge, haukus, haukunud, haugutud
hautama, hautada, hautab, hautatakse, hautage, hautas, hautanud, hautatud
hävima, hävida, hävib, hävitakse, hävige, hävis, hävinud, hävitud
hävinema, hävineda, hävineb, hävinetakse, hävinege, hävines, hävinenud, hävinetud
hävitama, hävitada, hävitab, hävitatakse, hävitage, hävitas, hävitanud, hävitatud
heakorrastama, heakorrastada, heakorrastab, heakorrastatakse, heakorrastage, heakorrastas, heakorrastanud, heakorrastatud
heastama, heastada, heastab, heastatakse, heastage, heastas, heastanud, heastatud
heegeldama, heegeldada, heegeldab, heegeldatakse, heegeldage, heegeldas, heegeldanud, heegeldatud
heiastuma, heiastuda, heiastub, heiastutakse, heiastuge, heiastus, heiastunud, heiastutud
heidutama, heidutada, heidutab, heidutatakse, heidutage, heidutas, heidutanud, heidutatud
heietama, heietada, heietab, heietatakse, heietage, heietas, heietanud, heietatud
heiskama, heisata, heiskab, heisatakse, heisake, heiskas, heisanud, heisatud
heitlema, heidelda, heitleb, heideldakse, heidelge, heitles, heidelnud, heideldud
heitma, heita, heidab, heidetakse, heitke, heitis, heitnud, heidetud
heituma, heituda, heitub, heitutakse, heituge, heitus, heitunud, heitutud
hekseldama, hekseldada, hekseldab, hekseldatakse, hekseldage, hekseldas, hekseldanud, hekseldatud
heldima, heldida, heldib, helditakse, heldige, heldis, heldinud, helditud
helendama, helendada, helendab, helendatakse, helendage, helendas, helendanud, helendatud
helenduma, helenduda, helendub, helendutakse, helenduge, helendus, helendunud, helendutud
helenema, heleneda, heleneb, helenetakse, helenege, helenes, helenenud, helenetud
heletama, heletada, heletab, heletatakse, heletage, heletas, heletanud, heletatud
helgitama, helgitada, helgitab, helgitatakse, helgitage, helgitas, helgitanud, helgitatud
helilindistama, helilindistada, helilindistab, helilindistatakse, helilindistage, helilindistas, helilindistanud, helilindistatud
helindama, helindada, helindab, helindatakse, helindage, helindas, helindanud, helindatud
heliplaadistama, heliplaadistada, heliplaadistab, heliplaadistatakse, heliplaadistage, heliplaadistas, heliplaadistanud, heliplaadistatud
helisema, heliseda, heliseb, helisetakse, helisege, helises, helisenud, helisetud
helistama, helistada, helistab, helistatakse, helistage, helistas, helistanud, helistatud
heljuma, heljuda, heljub, heljutakse, heljuge, heljus, heljunud, heljutud
heljutama, heljutada, heljutab, heljutatakse, heljutage, heljutas, heljutanud, heljutatud
helkima, helkida, helgib, helgitakse, helkige, helkis, helkinud, helgitud
helklema, helgelda, helkleb, helgeldakse, helgelge, helkles, helgelnud, helgeldud
helletama, helletada, helletab, helletatakse, helletage, helletas, helletanud, helletatud
hellitama, hellitada, hellitab, hellitatakse, hellitage, hellitas, hellitanud, hellitatud
hellitlema, hellitleda, hellitleb, hellitletakse, hellitlege, hellitles, hellitlenud, hellitletud
helpima, helpida, helbib, helbitakse, helpige, helpis, helpinud, helbitud
herbariseerima, herbariseerida, herbariseerib, herbariseeritakse, herbariseerige, herbariseeris, herbariseerinud, herbariseeritud
hermetiseerima, hermetiseerida, hermetiseerib, hermetiseeritakse, hermetiseerige, hermetiseeris, hermetiseerinud, hermetiseeritud
heroiseerima, heroiseerida, heroiseerib, heroiseeritakse, heroiseerige, heroiseeris, heroiseerinud, heroiseeritud
higistama, higistada, higistab, higistatakse, higistage, higistas, higistanud, higistatud
hiilgama, hiilata, hiilgab, hiilatakse, hiilake, hiilgas, hiilanud, hiilatud
hiilima, hiilida, hiilib, hiilitakse, hiilige, hiilis, hiilinud, hiilitud
hiinastama, hiinastada, hiinastab, hiinastatakse, hiinastage, hiinastas, hiinastanud, hiinastatud
hiivama, hiivata, hiivab, hiivatakse, hiivake, hiivas, hiivanud, hiivatud
hilberdama, hilberdada, hilberdab, hilberdatakse, hilberdage, hilberdas, hilberdanud, hilberdatud
hilinema, hilineda, hilineb, hilinetakse, hilinege, hilines, hilinenud, hilinetud
himustama, himustada, himustab, himustatakse, himustage, himustas, himustanud, himustatud
himutsema, himutseda, himutseb, himutsetakse, himutsege, himutses, himutsenud, himutsetud
hindama, hinnata, hindab, hinnatakse, hinnake, hindas, hinnanud, hinnatud
hingama, hingata, hingab, hingatakse, hingake, hingas, hinganud, hingatud
hingatama, hingatada, hingatab, hingatatakse, hingatage, hingatas, hingatanud, hingatatud
hingeldama, hingeldada, hingeldab, hingeldatakse, hingeldage, hingeldas, hingeldanud, hingeldatud
hingestama, hingestada, hingestab, hingestatakse, hingestage, hingestas, hingestanud, hingestatud
hingitsema, hingitseda, hingitseb, hingitsetakse, hingitsege, hingitses, hingitsenud, hingitsetud
hirmuma, hirmuda, hirmub, hirmutakse, hirmuge, hirmus, hirmunud, hirmutud
hirmutama, hirmutada, hirmutab, hirmutatakse, hirmutage, hirmutas, hirmutanud, hirmutatud
hirnatama, hirnatada, hirnatab, hirnatatakse, hirnatage, hirnatas, hirnatanud, hirnatatud
hirnuma, hirnuda, hirnub, hirnutakse, hirnuge, hirnus, hirnunud, hirnutud
hõbetama, hõbetada, hõbetab, hõbetatakse, hõbetage, hõbetas, hõbetanud, hõbetatud
hõbetuma, hõbetuda, hõbetub, hõbetutakse, hõbetuge, hõbetus, hõbetunud, hõbetutud
hoiatama, hoiatada, hoiatab, hoiatatakse, hoiatage, hoiatas, hoiatanud, hoiatatud
hoidistama, hoidistada, hoidistab, hoidistatakse, hoidistage, hoidistas, hoidistanud, hoidistatud
hoidma, hoida, hoiab, hoitakse, hoidke, hoidis, hoidnud, hoitud
hoiduma, hoiduda, hoidub, hoidutakse, hoiduge, hoidus, hoidunud, hoidutud
hõigatama, hõigatada, hõigatab, hõigatatakse, hõigatage, hõigatas, hõigatanud, hõigatatud
hõikama, hõigata, hõikab, hõigatakse, hõigake, hõikas, hõiganud, hõigatud
hõikuma, hõikuda, hõigub, hõigutakse, hõikuge, hõikus, hõikunud, hõigutud
hõimuma, hõimuda, hõimub, hõimutakse, hõimuge, hõimus, hõimunud, hõimutud
hõiskama, hõisata, hõiskab, hõisatakse, hõisake, hõiskas, hõisanud, hõisatud
hoiundama, hoiundada, hoiundab, hoiundatakse, hoiundage, hoiundas, hoiundanud, hoiundatud
hoiustama, hoiustada, hoiustab, hoiustatakse, hoiustage, hoiustas, hoiustanud, hoiustatud
hõivama, hõivata, hõivab, hõivatakse, hõivake, hõivas, hõivanud, hõivatud
hõlbustama, hõlbustada, hõlbustab, hõlbustatakse, hõlbustage, hõlbustas, hõlbustanud, hõlbustatud
hõljuma, hõljuda, hõljub, hõljutakse, hõljuge, hõljus, hõljunud, hõljutud
hõljusklema, hõljuskleda, hõljuskleb, hõljuskletakse, hõljusklege, hõljuskles, hõljusklenud, hõljuskletud
hõljutama, hõljutada, hõljutab, hõljutatakse, hõljutage, hõljutas, hõljutanud, hõljutatud
hõlmama, hõlmata, hõlmab, hõlmatakse, hõlmake, hõlmas, hõlmanud, hõlmatud
hõlvama, hõlvata, hõlvab, hõlvatakse, hõlvake, hõlvas, hõlvanud, hõlvatud
homogeniseerima, homogeniseerida, homogeniseerib, homogeniseeritakse, homogeniseerige, homogeniseeris, homogeniseerinud, homogeniseeritud
hõngama, hõngata, hõngab, hõngatakse, hõngake, hõngas, hõnganud, hõngatud
hõnguma, hõnguda, hõngub, hõngutakse, hõnguge, hõngus, hõngunud, hõngutud
honoreerima, honoreerida, honoreerib, honoreeritakse, honoreerige, honoreeris, honoreerinud, honoreeritud
hooajastama, hooajastada, hooajastab, hooajastatakse, hooajastage, hooajastas, hooajastanud, hooajastatud
hoobama, hoovata, hoobab, hoovatakse, hoovake, hoobas, hoovanud, hoovatud
hõõguma, hõõguda, hõõgub, hõõgutakse, hõõguge, hõõgus, hõõgunud, hõõgutud
hoogustama, hoogustada, hoogustab, hoogustatakse, hoogustage, hoogustas, hoogustanud, hoogustatud
hoogustuma, hoogustuda, hoogustub, hoogustutakse, hoogustuge, hoogustus, hoogustunud, hoogustutud
hooldama, hooldada, hooldab, hooldatakse, hooldage, hooldas, hooldanud, hooldatud
hoolima, hoolida, hoolib, hoolitakse, hoolige, hoolis, hoolinud, hoolitud
hoolitsema, hoolitseda, hoolitseb, hoolitsetakse, hoolitsege, hoolitses, hoolitsenud, hoolitsetud
hoomama, hoomata, hoomab, hoomatakse, hoomake, hoomas, hoomanud, hoomatud
hoonestama, hoonestada, hoonestab, hoonestatakse, hoonestage, hoonestas, hoonestanud, hoonestatud
hooplema, hoobelda, hoopleb, hoobeldakse, hoobelge, hooples, hoobelnud, hoobeldud
hoorama, hoorata, hoorab, hooratakse, hoorake, hooras, hooranud, hooratud
hõõrduma, hõõrduda, hõõrdub, hõõrdutakse, hõõrduge, hõõrdus, hõõrdunud, hõõrdutud
hööritama, hööritada, hööritab, hööritatakse, hööritage, hööritas, hööritanud, hööritatud
hõõruma, hõõruda, hõõrub, hõõrutakse, hõõruge, hõõrus, hõõrunud, hõõrutud
hõõrutama, hõõrutada, hõõrutab, hõõrutatakse, hõõrutage, hõõrutas, hõõrutanud, hõõrutatud
hoovama, hoovata, hoovab, hoovatakse, hoovake, hoovas, hoovanud, hoovatud
hööveldama, hööveldada, hööveldab, hööveldatakse, hööveldage, hööveldas, hööveldanud, hööveldatud
hopsama, hopsata, hopsab, hopsatakse, hopsake, hopsas, hopsanud, hopsatud
hõrendama, hõrendada, hõrendab, hõrendatakse, hõrendage, hõrendas, hõrendanud, hõrendatud
hõrenema, hõreneda, hõreneb, hõrenetakse, hõrenege, hõrenes, hõrenenud, hõrenetud
hõrgutama, hõrgutada, hõrgutab, hõrgutatakse, hõrgutage, hõrgutas, hõrgutanud, hõrgutatud
hospitaliseerima, hospitaliseerida, hospitaliseerib, hospitaliseeritakse, hospitaliseerige, hospitaliseeris, hospitaliseerinud, hospitaliseeritud
hostima, hostida, hostib, hostitakse, hostige, hostis, hostinud, hostitud
hubisema, hubiseda, hubiseb, hubisetakse, hubisege, hubises, hubisenud, hubisetud
hübridiseerima, hübridiseerida, hübridiseerib, hübridiseeritakse, hübridiseerige, hübridiseeris, hübridiseerinud, hübridiseeritud
hübridiseeruma, hübridiseeruda, hübridiseerub, hübridiseerutakse, hübridiseeruge, hübridiseerus, hübridiseerunud, hübridiseerutud
hüdrogeenima, hüdrogeenida, hüdrogeenib, hüdrogeenitakse, hüdrogeenige, hüdrogeenis, hüdrogeeninud, hüdrogeenitud
hüdrolüüsima, hüdrolüüsida, hüdrolüüsib, hüdrolüüsitakse, hüdrolüüsige, hüdrolüüsis, hüdrolüüsinud, hüdrolüüsitud
huikama, huigata, huikab, huigatakse, huigake, huikas, huiganud, huigatud
huilatama, huilatada, huilatab, huilatatakse, huilatage, huilatas, huilatanud, huilatatud
huilgama, huilata, huilgab, huilatakse, huilake, huilgas, huilanud, huilatud
huilutama, huilutada, huilutab, huilutatakse, huilutage, huilutas, huilutanud, huilutatud
hukkama, hukata, hukkab, hukatakse, hukake, hukkas, hukanud, hukatud
hukkuma, hukkuda, hukkub|hukub, hukkutakse|hukutakse, hukkuge, hukkus, hukkunud, hukkutud|hukutud
hukutama, hukutada, hukutab, hukutatakse, hukutage, hukutas, hukutanud, hukutatud
hülgama, hüljata, hülgab, hüljatakse, hüljake, hülgas, hüljanud, hüljatud
huligaanitsema, huligaanitseda, huligaanitseb, huligaanitsetakse, huligaanitsege, huligaanitses, huligaanitsenud, huligaanitsetud
hulkuma, hulkuda, hulgub, hulgutakse, hulkuge, hulkus, hulkunud, hulgutud
hullama, hullata, hullab, hullatakse, hullake, hullas, hullanud, hullatud
hullenema, hulleneda, hulleneb, hullenetakse, hullenege, hullenes, hullenenud, hullenetud
