aasima, aasida, aasib, aasitakse, aasige, aasis, aasinud, aasitud
kivistama, kivistada, kivistab, kivistatakse, kivistage, kivistas, kivistanud, kivistatud
kivistuma, kivistuda, kivistub, kivistutakse, kivistuge, kivistus, kivistunud, kivistutud
klaaruma, klaaruda, klaarub, klaarutakse, klaaruge, klaarus, klaarunud, klaarutud
klaasistuma, klaasistuda, klaasistub, klaasistutakse, klaasistuge, klaasistus, klaasistunud, klaasistutud
klammerduma, klammerduda, klammerdub, klammerdutakse, klammerduge, klammerdus, klammerdunud, klammerdutud
klanima, klanida, klanib, klanitakse, klanige, klanis, klaninud, klanitud
klappima, klappida, klapib, klapitakse, klappige, klappis, klappinud, klapitud
klapsatama, klapsatada, klapsatab, klapsatatakse, klapsatage, klapsatas, klapsatanud, klapsatatud
kleepuma, kleepuda, kleepub, kleeputakse, kleepuge, kleepus, kleepunud, kleeputud
klirisema, kliriseda, kliriseb, klirisetakse, klirisege, klirises, klirisenud, klirisetud
klobatama, klobatada, klobatab, klobatatakse, klobatage, klobatas, klobatanud, klobatatud
klobisema, klobiseda, klobiseb, klobisetakse, klobisege, klobises, klobisenud, klobisetud
kloksuma, kloksuda, kloksub, kloksutakse, kloksuge, kloksus, kloksunud, kloksutud
klompsatama, klompsatada, klompsatab, klompsatatakse, klompsatage, klompsatas, klompsatanud, klompsatatud
klompuma, klompuda, klompub, klomputakse, klompuge, klompus, klompunud, klomputud
klopsatama, klopsatada, klopsatab, klopsatatakse, klopsatage, klopsatas, klopsatanud, klopsatatud
klõbatama, klõbatada, klõbatab, klõbatatakse, klõbatage, klõbatas, klõbatanud, klõbatatud
klõbisema, klõbiseda, klõbiseb, klõbisetakse, klõbisege, klõbises, klõbisenud, klõbisetud
klõbistama, klõbistada, klõbistab, klõbistatakse, klõbistage, klõbistas, klõbistanud, klõbistatud
klõksatama, klõksatada, klõksatab, klõksatatakse, klõksatage, klõksatas, klõksatanud, klõksatatud
klõksuma, klõksuda, klõksub, klõksutakse, klõksuge, klõksus, klõksunud, klõksutud
klõmatama, klõmatada, klõmatab, klõmatatakse, klõmatage, klõmatas, klõmatanud, klõmatatud
klõmmuma, klõmmuda, klõmmub, klõmmutakse, klõmmuge, klõmmus, klõmmunud, klõmmutud
klõmpsatama, klõmpsatada, klõmpsatab, klõmpsatatakse, klõmpsatage, klõmpsatas, klõmpsatanud, klõmpsatatud
klugisema, klugiseda, klugiseb, klugisetakse, klugisege, klugises, klugisenud, klugisetud
klugutama, klugutada, klugutab, klugutatakse, klugutage, klugutas, klugutanud, klugutatud
kluksatama, kluksatada, kluksatab, kluksatatakse, kluksatage, kluksatas, kluksatanud, kluksatatud
kluksuma, kluksuda, kluksub, kluksutakse, kluksuge, kluksus, kluksunud, kluksutud
kluugutama, kluugutada, kluugutab, kluugutatakse, kluugutage, kluugutas, kluugutanud, kluugutatud
kluuksatama, kluuksatada, kluuksatab, kluuksatatakse, kluuksatage, kluuksatas, kluuksatanud, kluuksatatud
kluuksuma, kluuksuda, kluuksub, kluuksutakse, kluuksuge, kluuksus, kluuksunud, kluuksutud
kluutama, kluutada, kluutab, kluutatakse, kluutage, kluutas, kluutanud, kluutatud
klähmama, klähmata, klähmab, klähmatakse, klähmake, klähmas, klähmanud, klähmatud
klähvatama, klähvatada, klähvatab, klähvatatakse, klähvatage, klähvatas, klähvatanud, klähvatatud
klähvima, klähvida, klähvib, klähvitakse, klähvige, klähvis, klähvinud, klähvitud
koaguleeruma, koaguleeruda, koaguleerub, koaguleerutakse, koaguleeruge, koaguleerus, koaguleerunud, koaguleerutud
koaleeruma, koaleeruda, koaleerub, koaleerutakse, koaleeruge, koaleerus, koaleerunud, koaleerutud
kobarduma, kobarduda, kobardub, kobardutakse, kobarduge, kobardus, kobardunud, kobardutud
kobenema, kobeneda, kobeneb, kobenetakse, kobenege, kobenes, kobenenud, kobenetud
kobestuma, kobestuda, kobestub, kobestutakse, kobestuge, kobestus, kobestunud, kobestutud
kodanlikustuma, kodanlikustuda, kodanlikustub, kodanlikustutakse, kodanlikustuge, kodanlikustus, kodanlikustunud, kodanlikustutud
kodanlustuma, kodanlustuda, kodanlustub, kodanlustutakse, kodanlustuge, kodanlustus, kodanlustunud, kodanlustutud
kodima, kodida, kodib, koditakse, kodige, kodis, kodinud, koditud
kodunema, koduneda, koduneb, kodunetakse, kodunege, kodunes, kodunenud, kodunetud
kodustuma, kodustuda, kodustub, kodustutakse, kodustuge, kodustus, kodustunud, kodustutud
koeksisteerima, koeksisteerida, koeksisteerib, koeksisteeritakse, koeksisteerige, koeksisteeris, koeksisteerinud, koeksisteeritud
koerustama, koerustada, koerustab, koerustatakse, koerustage, koerustas, koerustanud, koerustatud
koerutsema, koerutseda, koerutseb, koerutsetakse, koerutsege, koerutses, koerutsenud, koerutsetud
kogema, kogeda, kogeb, kogetakse, kogege, koges, kogenud, kogetud
kogeldama, kogeldada, kogeldab, kogeldatakse, kogeldage, kogeldas, kogeldanud, kogeldatud
koguma, koguda, kogub, kogutakse, koguge, kogus, kogunud, kogutud
kogunema, koguneda, koguneb, kogunetakse, kogunege, kogunes, kogunenud, kogunetud
kohahtama, kohahtada, kohahtab, kohahtatakse, kohahtage, kohahtas, kohahtanud, kohahtatud
kohaldama, kohaldada, kohaldab, kohaldatakse, kohaldage, kohaldas, kohaldanud, kohaldatud
kohandama, kohandada, kohandab, kohandatakse, kohandage, kohandas, kohandanud, kohandatud
kohanduma, kohanduda, kohandub, kohandutakse, kohanduge, kohandus, kohandunud, kohandutud
kohanema, kohaneda, kohaneb, kohanetakse, kohanege, kohanes, kohanenud, kohanetud
kohastuma, kohastuda, kohastub, kohastutakse, kohastuge, kohastus, kohastunud, kohastutud
kohatama, kohatada, kohatab, kohatatakse, kohatage, kohatas, kohatanud, kohatatud
kohenduma, kohenduda, kohendub, kohendutakse, kohenduge, kohendus, kohendunud, kohendutud
kohenema, koheneda, koheneb, kohenetakse, kohenege, kohenes, kohenenud, kohenetud
kohisema, kohiseda, kohiseb, kohisetakse, kohisege, kohises, kohisenud, kohisetud
kohkuma, kohkuda, kohkub, kohkutakse, kohkuge, kohkus, kohkunud, kohkutud
kohmama, kohmata, kohmab, kohmatakse, kohmake, kohmas, kohmanud, kohmatud
kohmuma, kohmuda, kohmub, kohmutakse, kohmuge, kohmus, kohmunud, kohmutud
kohrama, kohrata, kohrab, kohratakse, kohrake, kohras, kohranud, kohratud
kohruma, kohruda, kohrub, kohrutakse, kohruge, kohrus, kohrunud, kohrutud
kohtama, kohata, kohtab, kohatakse, kohake, kohtas, kohanud, kohatud
kohtlema, kohelda, kohtleb, koheldakse, kohelge, kohtles, kohelnud, koheldud
kohtuma, kohtuda, kohtub, kohtutakse, kohtuge, kohtus, kohtunud, kohtutud
kohustama, kohustada, kohustab, kohustatakse, kohustage, kohustas, kohustanud, kohustatud
kohustuma, kohustuda, kohustub, kohustutakse, kohustuge, kohustus, kohustunud, kohustutud
koiberdama, koiberdada, koiberdab, koiberdatakse, koiberdage, koiberdas, koiberdanud, koiberdatud
koigerdama, koigerdada, koigerdab, koigerdatakse, koigerdage, koigerdas, koigerdanud, koigerdatud
koitma, koita, koidab, koidetakse, koitke, koitis, koitnud, koidetud
koketeerima, koketeerida, koketeerib, koketeeritakse, koketeerige, koketeeris, koketeerinud, koketeeritud
koksatama, koksatada, koksatab, koksatatakse, koksatage, koksatas, koksatanud, koksatatud
koksima, koksida, koksib, koksitakse, koksige, koksis, koksinud, koksitud
koksistuma, koksistuda, koksistub, koksistutakse, koksistuge, koksistus, koksistunud, koksistutud
kolama, kolada, kolab, kolatakse, kolage, kolas, kolanud, kolatud
kolahtama, kolahtada, kolahtab, kolahtatakse, kolahtage, kolahtas, kolahtanud, kolahtatud
kolatama, kolatada, kolatab, kolatatakse, kolatage, kolatas, kolatanud, kolatatud
kolgastuma, kolgastuda, kolgastub, kolgastutakse, kolgastuge, kolgastus, kolgastunud, kolgastutud
kolisema, koliseda, koliseb, kolisetakse, kolisege, kolises, kolisenud, kolisetud
kolksama, kolksata, kolksab, kolksatakse, kolksake, kolksas, kolksanud, kolksatud
kolksahtama, kolksahtada, kolksahtab, kolksahtatakse, kolksahtage, kolksahtas, kolksahtanud, kolksahtatud
kolksatama, kolksatada, kolksatab, kolksatatakse, kolksatage, kolksatas, kolksatanud, kolksatatud
kolksuma, kolksuda, kolksub, kolksutakse, kolksuge, kolksus, kolksunud, kolksutud
kolkuma, kolkuda, kolkub, kolkutakse, kolkuge, kolkus, kolkunud, kolkutud
kollama, kollata, kollab, kollatakse, kollake, kollas, kollanud, kollatud
kollabeeruma, kollabeeruda, kollabeerub, kollabeerutakse, kollabeeruge, kollabeerus, kollabeerunud, kollabeerutud
kollektsioneerima, kollektsioneerida, kollektsioneerib, kollektsioneeritakse, kollektsioneerige, kollektsioneeris, kollektsioneerinud, kollektsioneeritud
kollendama, kollendada, kollendab, kollendatakse, kollendage, kollendas, kollendanud, kollendatud
kollerdama, kollerdada, kollerdab, kollerdatakse, kollerdage, kollerdas, kollerdanud, kollerdatud
kolletama, kolletada, kolletab, kolletatakse, kolletage, kolletas, kolletanud, kolletatud
kolletuma, kolletuda, kolletub, kolletutakse, kolletuge, kolletus, kolletunud, kolletutud
kolmenema, kolmeneda, kolmeneb, kolmenetakse, kolmenege, kolmenes, kolmenenud, kolmenetud
kolmestuma, kolmestuda, kolmestub, kolmestutakse, kolmestuge, kolmestus, kolmestunud, kolmestutud
koltuma, koltuda, koltub, koltutakse, koltuge, koltus, koltunud, koltutud
komberdama, komberdada, komberdab, komberdatakse, komberdage, komberdas, komberdanud, komberdatud
kombineerima, kombineerida, kombineerib, kombineeritakse, kombineerige, kombineeris, kombineerinud, kombineeritud
kombineeruma, kombineeruda, kombineerub, kombineerutakse, kombineeruge, kombineerus, kombineerunud, kombineerutud
komistama, komistada, komistab, komistatakse, komistage, komistas, komistanud, komistatud
kompama, kombata, kompab, kombatakse, kombake, kompas, kombanud, kombatud
kompareeruma, kompareeruda, kompareerub, kompareerutakse, kompareeruge, kompareerus, kompareerunud, kompareerutud
kompenseeruma, kompenseeruda, kompenseerub, kompenseerutakse, kompenseeruge, kompenseerus, kompenseerunud, kompenseerutud
kompima, kompida, kombib, kombitakse, kompige, kompis, kompinud, kombitud
komplema, kombelda, kompleb, kombeldakse, kombelge, komples, kombelnud, kombeldud
komplekteerima, komplekteerida, komplekteerib, komplekteeritakse, komplekteerige, komplekteeris, komplekteerinud, komplekteeritud
komplekteeruma, komplekteeruda, komplekteerub, komplekteerutakse, komplekteeruge, komplekteerus, komplekteerunud, komplekteerutud
komplitseerima, komplitseerida, komplitseerib, komplitseeritakse, komplitseerige, komplitseeris, komplitseerinud, komplitseeritud
komplitseeruma, komplitseeruda, komplitseerub, komplitseerutakse, komplitseeruge, komplitseerus, komplitseerunud, komplitseerutud
komposteeruma, komposteeruda, komposteerub, komposteerutakse, komposteeruge, komposteerus, komposteerunud, komposteerutud
kompsatama, kompsatada, kompsatab, kompsatatakse, kompsatage, kompsatas, kompsatanud, kompsatatud
kompsuma, kompsuda, kompsub, kompsutakse, kompsuge, kompsus, kompsunud, kompsutud
konarduma, konarduda, konardub, konardutakse, konarduge, konardus, konardunud, konardutud
kondama, konnata, kondab, konnatakse, konnake, kondas, konnanud, konnatud
kondenseeruma, kondenseeruda, kondenseerub, kondenseerutakse, kondenseeruge, kondenseerus, kondenseerunud, kondenseerutud
konfereerima, konfereerida, konfereerib, konfereeritakse, konfereerige, konfereeris, konfereerinud, konfereeritud
konfiskeerima, konfiskeerida, konfiskeerib, konfiskeeritakse, konfiskeerige, konfiskeeris, konfiskeerinud, konfiskeeritud
konformeeruma, konformeeruda, konformeerub, konformeerutakse, konformeeruge, konformeerus, konformeerunud, konformeerutud
kongerdama, kongerdada, kongerdab, kongerdatakse, kongerdage, kongerdas, kongerdanud, kongerdatud
kongrueeruma, kongrueeruda, kongrueerub, kongrueerutakse, kongrueeruge, kongrueerus, kongrueerunud, kongrueerutud
konjugeeruma, konjugeeruda, konjugeerub, konjugeerutakse, konjugeeruge, konjugeerus, konjugeerunud, konjugeerutud
konkretiseeruma, konkretiseeruda, konkretiseerub, konkretiseerutakse, konkretiseeruge, konkretiseerus, konkretiseerunud, konkretiseerutud
konksuma, konksuda, konksub, konksutakse, konksuge, konksus, konksunud, konksutud
konserveeruma, konserveeruda, konserveerub, konserveerutakse, konserveeruge, konserveerus, konserveerunud, konserveerutud
konsolideeruma, konsolideeruda, konsolideerub, konsolideerutakse, konsolideeruge, konsolideerus, konsolideerunud, konsolideerutud
konspireerima, konspireerida, konspireerib, konspireeritakse, konspireerige, konspireeris, konspireerinud, konspireeritud
konstitueeruma, konstitueeruda, konstitueerub, konstitueerutakse, konstitueeruge, konstitueerus, konstitueerunud, konstitueerutud
konsulteerima, konsulteerida, konsulteerib, konsulteeritakse, konsulteerige, konsulteeris, konsulteerinud, konsulteeritud
kontakteeruma, kontakteeruda, kontakteerub, kontakteerutakse, kontakteeruge, kontakteerus, kontakteerunud, kontakteerutud
kontamineeruma, kontamineeruda, kontamineerub, kontamineerutakse, kontamineeruge, kontamineerus, kontamineerunud, kontamineerutud
kontraheeruma, kontraheeruda, kontraheerub, kontraheerutakse, kontraheeruge, kontraheerus, kontraheerunud, kontraheerutud
kontrasteeruma, kontrasteeruda, kontrasteerub, kontrasteerutakse, kontrasteeruge, kontrasteerus, kontrasteerunud, kontrasteerutud
kontrollima, kontrollida, kontrollib, kontrollitakse, kontrollige, kontrollis, kontrollinud, kontrollitud
kontsentreeruma, kontsentreeruda, kontsentreerub, kontsentreerutakse, kontsentreeruge, kontsentreerus, kontsentreerunud, kontsentreerutud
kontserteerima, kontserteerida, kontserteerib, kontserteeritakse, kontserteerige, kontserteeris, kontserteerinud, kontserteeritud
konutama, konutada, konutab, konutatakse, konutage, konutas, konutanud, konutatud
konvergeeruma, konvergeeruda, konvergeerub, konvergeerutakse, konvergeeruge, konvergeerus, konvergeerunud, konvergeerutud
konvoeerima, konvoeerida, konvoeerib, konvoeeritakse, konvoeerige, konvoeeris, konvoeerinud, konvoeeritud
kooberdama, kooberdada, kooberdab, kooberdatakse, kooberdage, kooberdas, kooberdanud, kooberdatud
kooderdama, kooderdada, kooderdab, kooderdatakse, kooderdage, kooderdas, kooderdanud, kooderdatud
koogama, koogata, koogab, koogatakse, koogake, koogas, kooganud, koogatud
koolduma, koolduda, kooldub, kooldutakse, koolduge, kooldus, kooldunud, kooldutud
koolutama, koolutada, koolutab, koolutatakse, koolutage, koolutas, koolutanud, koolutatud
koondama, koondada, koondab, koondatakse, koondage, koondas, koondanud, koondatud
koonduma, koonduda, koondub, koondutakse, koonduge, koondus, koondunud, koondutud
koonutama, koonutada, koonutab, koonutatakse, koonutage, koonutas, koonutanud, koonutatud
koopereeruma, koopereeruda, koopereerub, koopereerutakse, koopereeruge, koopereerus, koopereerunud, koopereerutud
koordineerima, koordineerida, koordineerib, koordineeritakse, koordineerige, koordineeris, koordineerinud, koordineeritud
koorduma, koorduda, koordub, koordutakse, koorduge, koordus, koordunud, koordutud
koorima, koorida, koorib, kooritakse, koorige, kooris, koorinud, kooritud
kooruma, kooruda, koorub, koorutakse, kooruge, koorus, koorunud, koorutud
kooserdama, kooserdada, kooserdab, kooserdatakse, kooserdage, kooserdas, kooserdanud, kooserdatud
kooskõlastama, kooskõlastada, kooskõlastab, kooskõlastatakse, kooskõlastage, kooskõlastas, kooskõlastanud, kooskõlastatud
kooskõlastuma, kooskõlastuda, kooskõlastub, kooskõlastutakse, kooskõlastuge, kooskõlastus, kooskõlastunud, kooskõlastutud
koosnema, koosneda, koosneb, koosnetakse, koosnege, koosnes, koosnenud, koosnetud
koostama, koostada, koostab, koostatakse, koostage, koostas, koostanud, koostatud
koostuma, koostuda, koostub, koostutakse, koostuge, koostus, koostunud, koostutud
koosutama, koosutada, koosutab, koosutatakse, koosutage, koosutas, koosutanud, koosutatud
kootsima, kootsida, kootsib, kootsitakse, kootsige, kootsis, kootsinud, kootsitud
kootuma, kootuda, kootub, kootutakse, kootuge, kootus, kootunud, kootutud
koperdama, koperdada, koperdab, koperdatakse, koperdage, koperdas, koperdanud, koperdatud
kopitama, kopitada, kopitab, kopitatakse, kopitage, kopitas, kopitanud, kopitatud
kopitsema, kopitseda, kopitseb, kopitsetakse, kopitsege, kopitses, kopitsenud, kopitsetud
kopruma, kopruda, koprub, koprutakse, kopruge, koprus, koprunud, koprutud
kopsatama, kopsatada, kopsatab, kopsatatakse, kopsatage, kopsatas, kopsatanud, kopsatatud
kopsuma, kopsuda, kopsub, kopsutakse, kopsuge, kopsus, kopsunud, kopsutud
korbastuma, korbastuda, korbastub, korbastutakse, korbastuge, korbastus, korbastunud, korbastutud
korbatama, korbatada, korbatab, korbatatakse, korbatage, korbatas, korbatanud, korbatatud
korbatuma, korbatuda, korbatub, korbatutakse, korbatuge, korbatus, korbatunud, korbatutud
kordistuma, kordistuda, kordistub, kordistutakse, kordistuge, kordistus, kordistunud, kordistutud
kordituma, kordituda, korditub, korditutakse, kordituge, korditus, korditunud, korditutud
kordama, korrata, kordab, korratakse, korrake, kordas, korranud, korratud
korduma, korduda, kordub, kordutakse, korduge, kordus, kordunud, kordutud
korgistuma, korgistuda, korgistub, korgistutakse, korgistuge, korgistus, korgistunud, korgistutud
korisema, koriseda, koriseb, korisetakse, korisege, korises, korisenud, korisetud
koristama, koristada, koristab, koristatakse, koristage, koristas, koristanud, koristatud
korjuma, korjuda, korjub, korjutakse, korjuge, korjus, korjunud, korjutud
korpuma, korpuda, korpub, korputakse, korpuge, korpus, korpunud, korputud
korralduma, korralduda, korraldub, korraldutakse, korralduge, korraldus, korraldunud, korraldutud
korrastuma, korrastuda, korrastub, korrastutakse, korrastuge, korrastus, korrastunud, korrastutud
korreleeruma, korreleeruda, korreleerub, korreleerutakse, korreleeruge, korreleerus, korreleerunud, korreleerutud
korrodeeruma, korrodeeruda, korrodeerub, korrodeerutakse, korrodeeruge, korrodeerus, korrodeerunud, korrodeerutud
korrumpeeruma, korrumpeeruda, korrumpeerub, korrumpeerutakse, korrumpeeruge, korrumpeerus, korrumpeerunud, korrumpeerutud
korsatama, korsatada, korsatab, korsatatakse, korsatage, korsatas, korsatanud, korsatatud
korskama, korsata, korskab, korsatakse, korsake, korskas, korsanud, korsatud
kortsuma, kortsuda, kortsub, kortsutakse, kortsuge, kortsus, kortsunud, kortsutud
korvuma, korvuda, korvub, korvutakse, korvuge, korvus, korvunud, korvutud
kossutama, kossutada, kossutab, kossutatakse, kossutage, kossutas, kossutanud, kossutatud
kostma, kosta, kostab, kostetakse, kostke, kostis, kostnud, kostetud
kostitama, kostitada, kostitab, kostitatakse, kostitage, kostitas, kostitanud, kostitatud
kostuma, kostuda, kostub, kostutakse, kostuge, kostus, kostunud, kostutud
kostümeeruma, kostümeeruda, kostümeerub, kostümeerutakse, kostümeeruge, kostümeerus, kostümeerunud, kostümeerutud
kosuma, kosuda, kosub, kosutakse, kosuge, kosus, kosunud, kosutud
koterdama, koterdada, koterdab, koterdatakse, koterdage, koterdas, koterdanud, koterdatud
kotitama, kotitada, kotitab, kotitatakse, kotitage, kotitas, kotitanud, kotitatud
kotserdama, kotserdada, kotserdab, kotserdatakse, kotserdage, kotserdas, kotserdanud, kotserdatud
kõbima, kõbida, kõbib, kõbitakse, kõbige, kõbis, kõbinud, kõbitud
kõbisema, kõbiseda, kõbiseb, kõbisetakse, kõbisege, kõbises, kõbisenud, kõbisetud
kõbistama, kõbistada, kõbistab, kõbistatakse, kõbistage, kõbistas, kõbistanud, kõbistatud
kõduma, kõduda, kõdub, kõdutakse, kõduge, kõdus, kõdunud, kõdutud
kõdunema, kõduneda, kõduneb, kõdunetakse, kõdunege, kõdunes, kõdunenud, kõdunetud
kõgisema, kõgiseda, kõgiseb, kõgisetakse, kõgisege, kõgises, kõgisenud, kõgisetud
kõhelema, kõhelda|kõheleda, kõheleb, kõheldakse|kõheletakse, kõhelge|kõhelege, kõheles, kõhelnud|kõhelenud, kõheldud|kõheletud
